Subject	Grade	Domain Name	Domain Abbreviation	Domain Name Full	New Cluster Name	Cluster Abbreviation	Cluster Name Full	Cluster (old)	Standard Abbreviation	State Standard	Notes
Math	6	Expressions &amp; Equations	EE	(EE) Expressions &amp; Equations	Algebraic expressions	6.EE.A	(6.EE.A) Algebraic expressions	Apply And Extend Previous Understandings Of Arithmetic To Algebraic Expressions.	6.EE.A.4	"Identify when two expressions are equivalent (i.e., when the two expressions name the same number regardless of which value is substituted into them). For example, the expressions y + y + y and 3y are equivalent because they name the same number regardless of which number y stands for."	
Math	6	Expressions &amp; Equations	EE	(EE) Expressions &amp; Equations	One-variable equations and expressions	6.EE.B	(6.EE.B) One-variable equations and expressions	Reason About And Solve One-Variable Equations And Inequalities.	6.EE.B.5	"Understand solving an equation or inequality as a process of answering a question: which values from a specified set, if any, make the equation or inequality true? Use substitution to determine whether a given number in a specified set makes an equation or inequality true."	
Math	6	Expressions &amp; Equations	EE	(EE) Expressions &amp; Equations	One-variable equations and expressions	6.EE.B	(6.EE.B) One-variable equations and expressions	Reason About And Solve One-Variable Equations And Inequalities.	6.EE.B.6	"Use variables to represent numbers and write expressions when solving a real-world or mathematical problem; understand that a variable can represent an unknown number, or, depending on the purpose at hand, any number in a specified set."	
Math	6	Expressions &amp; Equations	EE	(EE) Expressions &amp; Equations	One-variable equations and expressions	6.EE.B	(6.EE.B) One-variable equations and expressions	Reason About And Solve One-Variable Equations And Inequalities.	6.EE.B.7	"Solve real-world and mathematical problems by writing and solving equations of the form x + p = q and px = q for cases in which p, q and x are all nonnegative rational numbers."	
Math	6	Expressions &amp; Equations	EE	(EE) Expressions &amp; Equations	One-variable equations and expressions	6.EE.B	(6.EE.B) One-variable equations and expressions	Reason About And Solve One-Variable Equations And Inequalities.	6.EE.B.8	Write an inequality of the form x > c or x < c to represent a constraint or condition in a real-world or mathematical problem. Recognize that inequalities of the form x > c or x < c have infinitely many solutions; represent solutions of such inequalities on number line diagrams.	
Math	6	Expressions &amp; Equations	EE	(EE) Expressions &amp; Equations	Dependent and independent variables	6.EE.C	(6.EE.C) Dependent and independent variables	Represent And Analyze Quantitative Relationships Between Dependent And Independent Variables.	6.EE.C.9	"Use variables to represent two quantities in a real-world problem that change in relationship to one another; write an equation to express one quantity, thought of as the dependent variable, in terms of the other quantity, thought of as the independent variable. Analyze the relationship between the dependent and independent variables using graphs and tables, and relate these to the equation. For example, in a problem involving motion at constant speed, list and graph ordered pairs of distances and times, and write the equation d = 65t to represent the relationship between distance and time."	
Math	6	Geometry	G	(G) Geometry	"Area, surface area, and volume problems"	6.G.A	"(6.G.A) Area, surface area, and volume problems"	"Solve Real-World And Mathematical Problems Involving Area, Surface Area, And Volume."	6.G.A.1	"Find the area of right triangles, other triangles, special quadrilaterals, and polygons by composing into rectangles or decomposing into triangles and other shapes; apply these techniques in the context of solving real-world and mathematical problems."	
Math	6	Geometry	G	(G) Geometry	"Area, surface area, and volume problems"	6.G.A	"(6.G.A) Area, surface area, and volume problems"	"Solve Real-World And Mathematical Problems Involving Area, Surface Area, And Volume."	6.G.A.2	"Find the volume of a right rectangular prism with fractional edge lengths by packing it with unit cubes of the appropriate unit fraction edge lengths, and show that the volume is the same as would be found by multiplying the edge lengths of the prism. Apply the formulas V = l w h and V = b h to find volumes of right rectangular prisms with fractional edge lengths in the context of solving real-world and mathematical problems."	
Math	6	Geometry	G	(G) Geometry	"Area, surface area, and volume problems"	6.G.A	"(6.G.A) Area, surface area, and volume problems"	"Solve Real-World And Mathematical Problems Involving Area, Surface Area, And Volume."	6.G.A.3	Draw polygons in the coordinate plane given coordinates for the vertices; use coordinates to find the length of a side joining points with the same first coordinate or the same second coordinate. Apply these techniques in the context of solving real-world and mathematical problems.	
Math	6	Geometry	G	(G) Geometry	"Area, surface area, and volume problems"	6.G.A	"(6.G.A) Area, surface area, and volume problems"	"Solve Real-World And Mathematical Problems Involving Area, Surface Area, And Volume."	6.G.A.4	"Represent three-dimensional figures using nets made up of rectangles and triangles, and use the nets to find the surface area of these figures. Apply these techniques in the context of solving real-world and mathematical problems."	
Math	6	The Number System	NS	(NS) The Number System	Dividing fractions by fractions	6.NS.A	(6.NS.A) Dividing fractions by fractions	Apply And Extend Previous Understandings Of Multiplication And Division To Divide Fractions By Fractions.	6.NS.A.1	"Interpret and compute quotients of fractions, and solve word problems involving division of fractions by fractions, e.g., by using visual fraction models and equations to represent the problem. For example, create a story context for (2/3) Ìá (3/4) and use a visual fraction model to show the quotient; use the relationship between multiplication and division to explain that (2/3) Ìá (3/4) = 8/9 because 3/4 of 8/9 is 2/3. (In general, (a/b) Ìá (c/d) = ad/bc.) How much chocolate will each person get if 3 people share 1/2 lb of chocolate equally? How many 3/4-cup servings are in 2/3 of a cup of yogurt? How wide is a rectangular strip of land with length 3/4 mi and area 1/2 square mi?"	
Math	6	The Number System	NS	(NS) The Number System	Fluent computation and common factors and multiples	6.NS.B	(6.NS.B) Fluent computation and common factors and multiples	Compute Fluently With Multi-Digit Numbers And Find Common Factors And Multiples.	6.NS.B.2	Fluently divide multi-digit numbers using the standard algorithm.	
Math	6	The Number System	NS	(NS) The Number System	Fluent computation and common factors and multiples	6.NS.B	(6.NS.B) Fluent computation and common factors and multiples	Compute Fluently With Multi-Digit Numbers And Find Common Factors And Multiples.	6.NS.B.3	"Fluently add, subtract, multiply, and divide multi-digit decimals using the standard algorithm for each operation."	
Math	6	The Number System	NS	(NS) The Number System	Fluent computation and common factors and multiples	6.NS.B	(6.NS.B) Fluent computation and common factors and multiples	Compute Fluently With Multi-Digit Numbers And Find Common Factors And Multiples.	6.NS.B.4	"Find the greatest common factor of two whole numbers less than or equal to 100 and the least common multiple of two whole numbers less than or equal to 12. Use the distributive property to express a sum of two whole numbers 1‰ÛÒ100 with a common factor as a multiple of a sum of two whole numbers with no common factor. For example, express 36 + 8 as 4 (9 + 2)."	
Math	6	The Number System	NS	(NS) The Number System	Rational number system	6.NS.C	(6.NS.C) Rational number system	Apply And Extend Previous Understandings Of Numbers To The System Of Rational Numbers.	6.NS.C.5	"Understand that positive and negative numbers are used together to describe quantities having opposite directions or values (e.g., temperature above/below zero, elevation above/below sea level, credits/debits, positive/negative electric charge); use positive and negative numbers to represent quantities in real-world contexts, explaining the meaning of 0 in each situation."	
Math	6	The Number System	NS	(NS) The Number System	Rational number system	6.NS.C	(6.NS.C) Rational number system	Apply And Extend Previous Understandings Of Numbers To The System Of Rational Numbers.	6.NS.C.6	Understand a rational number as a point on the number line. Extend number line diagrams and coordinate axes familiar from previous grades to represent points on the line and in the plane with negative number coordinates.	
Math	6	The Number System	NS	(NS) The Number System	Rational number system	6.NS.C	(6.NS.C) Rational number system	Apply And Extend Previous Understandings Of Numbers To The System Of Rational Numbers.	6.NS.C.6.a	"Recognize opposite signs of numbers as indicating locations on opposite sides of 0 on the number line; recognize that the opposite of the opposite of a number is the number itself, e.g., ‰ÛÒ(‰ÛÒ3) = 3, and that 0 is its own opposite."	
Math	6	The Number System	NS	(NS) The Number System	Rational number system	6.NS.C	(6.NS.C) Rational number system	Apply And Extend Previous Understandings Of Numbers To The System Of Rational Numbers.	6.NS.C.6.b	"Understand signs of numbers in ordered pairs as indicating locations in quadrants of the coordinate plane; recognize that when two ordered pairs differ only by signs, the locations of the points are related by reflections across one or both axes."	
Math	6	The Number System	NS	(NS) The Number System	Rational number system	6.NS.C	(6.NS.C) Rational number system	Apply And Extend Previous Understandings Of Numbers To The System Of Rational Numbers.	6.NS.C.6.c	Find and position integers and other rational numbers on a horizontal or vertical number line diagram; find and position pairs of integers and other rational numbers on a coordinate plane.	
Math	6	The Number System	NS	(NS) The Number System	Rational number system	6.NS.C	(6.NS.C) Rational number system	Apply And Extend Previous Understandings Of Numbers To The System Of Rational Numbers.	6.NS.C.7	Understand ordering and absolute value of rational numbers.	
Math	6	The Number System	NS	(NS) The Number System	Rational number system	6.NS.C	(6.NS.C) Rational number system	Apply And Extend Previous Understandings Of Numbers To The System Of Rational Numbers.	6.NS.C.7.a	"Interpret statements of inequality as statements about the relative position of two numbers on a number line diagram. For example, interpret ‰ÛÒ3 > ‰ÛÒ7 as a statement that ‰ÛÒ3 is located to the right of ‰ÛÒ7 on a number line oriented from left to right."	
Math	6	The Number System	NS	(NS) The Number System	Rational number system	6.NS.C	(6.NS.C) Rational number system	Apply And Extend Previous Understandings Of Numbers To The System Of Rational Numbers.	6.NS.C.7.b	"Write, interpret, and explain statements of order for rational numbers in real-world contexts. For example, write ‰ÛÒ3&#176C > ‰ÛÒ7&#176C to express the fact that ‰ÛÒ3&#176C is warmer than ‰ÛÒ7&#176C."	This standard contains the degree symbol. Replaced degree with html code: &#176 
Math	6	The Number System	NS	(NS) The Number System	Rational number system	6.NS.C	(6.NS.C) Rational number system	Apply And Extend Previous Understandings Of Numbers To The System Of Rational Numbers.	6.NS.C.7.c	"Understand the absolute value of a rational number as its distance from 0 on the number line; interpret absolute value as magnitude for a positive or negative quantity in a real-world situation. For example, for an account balance of ‰ÛÒ30 dollars, write |‰ÛÒ30| = 30 to describe the size of the debt in dollars."	
Math	6	The Number System	NS	(NS) The Number System	Rational number system	6.NS.C	(6.NS.C) Rational number system	Apply And Extend Previous Understandings Of Numbers To The System Of Rational Numbers.	6.NS.C.7.d	"Distinguish comparisons of absolute value from statements about order. For example, recognize that an account balance less than ‰ÛÒ30 dollars represents a debt greater than 30 dollars."	
