subject	grade	domain	domainAbbrev	cluster	standardName	stateStandard
English	5	Writing	W	Production and Distribution of Writing	W.5.6	"With some guidance and support from adults, use technology, including the Internet, to produce and publish writing as well as to interact and collaborate with others; demonstrate sufficient command of keyboarding skills to type a minimum of two pages in a single sitting."
English	5	Writing	W	Research to Build and Present Knowledge	W.5.7	Conduct short research projects that use several sources to build knowledge through investigation of different aspects of a topic.
English	5	Writing	W	Research to Build and Present Knowledge	W.5.8	"Recall relevant information from experiences or gather relevant information from print and digital sources; summarize or paraphrase information in notes and finished work, and provide a list of sources."
English	5	Writing	W	Research to Build and Present Knowledge	W.5.9	"Draw evidence from literary or informational texts to support analysis, reflection, and research."
English	5	Writing	W	Research to Build and Present Knowledge	W.5.9.A	"Apply grade 5 Reading standards to literature (e.g., ‰ÛÏCompare and contrast two or more characters, settings, or events in a story or a drama, drawing on specific details in the text [e.g., how characters interact]‰Ûù)."
English	5	Writing	W	Research to Build and Present Knowledge	W.5.9.B	"Apply grade 5 Reading standards to informational texts (e.g., ‰ÛÏExplain how an author uses reasons and evidence to support particular points in a text, identifying which reasons and evidence support which point[s]‰Ûù)."
English	6-8	Reading: History/Social Studies	RH	Key Ideas and Details	RH.6-8.1	Cite specific textual evidence to support analysis of primary and secondary sources.
English	6-8	Reading: History/Social Studies	RH	Range of Reading and Level of Text Complexity	RH.6-8.10	"By the end of grade 8, read and comprehend history/social studies texts in the grades 6‰ÛÒ8 text complexity band independently and proficiently."
English	6-8	Reading: History/Social Studies	RH	Key Ideas and Details	RH.6-8.2	Determine the central ideas or information of a primary or secondary source; provide an accurate summary of the source distinct from prior knowledge or opinions.
English	6-8	Reading: History/Social Studies	RH	Key Ideas and Details	RH.6-8.3	"Identify key steps in a text‰Ûªs description of a process related to history/social studies (e.g., how a bill becomes law, how interest rates are raised or lowered)."
English	6-8	Reading: History/Social Studies	RH	Craft and Structure	RH.6-8.4	"Determine the meaning of words and phrases as they are used in a text, including vocabulary specific to domains related to history/social studies."
English	6-8	Reading: History/Social Studies	RH	Craft and Structure	RH.6-8.5	"Describe how a text presents information (e.g., sequentially, comparatively, causally)."
English	6-8	Reading: History/Social Studies	RH	Craft and Structure	RH.6-8.6	"Identify aspects of a text that reveal an author‰Ûªs point of view or purpose (e.g., loaded language, inclusion or avoidance of particular facts)."
English	6-8	Reading: History/Social Studies	RH	Integration of Knowledge and Ideas	RH.6-8.7	"Integrate visual information (e.g., in charts, graphs, photographs, videos, or maps) with other information in print and digital texts."
English	6-8	Reading: History/Social Studies	RH	Integration of Knowledge and Ideas	RH.6-8.8	"Distinguish among fact, opinion, and reasoned judgment in a text."
English	6-8	Reading: History/Social Studies	RH	Integration of Knowledge and Ideas	RH.6-8.9	Analyze the relationship between a primary and secondary source on the same topic.
English	6-8	Reading: Science/Technical Subjects	RST	Key Ideas and Details	RST.6-8.1	Cite specific textual evidence to support analysis of science and technical texts.
English	6-8	Reading: Science/Technical Subjects	RST	Range of Reading and Level of Text Complexity	RST.6-8.10	"By the end of grade 8, read and comprehend science/technical texts in the grades 6‰ÛÒ8 text complexity band independently and proficiently."
English	6-8	Reading: Science/Technical Subjects	RST	Key Ideas and Details	RST.6-8.2	Determine the central ideas or conclusions of a text; provide an accurate summary of the text distinct from prior knowledge or opinions.
English	6-8	Reading: Science/Technical Subjects	RST	Key Ideas and Details	RST.6-8.3	"Follow precisely a multistep procedure when carrying out experiments, taking measurements, or performing technical tasks."
English	6-8	Reading: Science/Technical Subjects	RST	Craft and Structure	RST.6-8.4	"Determine the meaning of symbols, key terms, and other domain-specific words and phrases as they are used in a specific scientific or technical context relevant to grades 6‰ÛÒ8 texts and topics."
English	6-8	Reading: Science/Technical Subjects	RST	Craft and Structure	RST.6-8.5	"Analyze the structure an author uses to organize a text, including how the major sections contribute to the whole and to an understanding of the topic."
English	6-8	Reading: Science/Technical Subjects	RST	Craft and Structure	RST.6-8.6	"Analyze the author‰Ûªs purpose in providing an explanation, describing a procedure, or discussing an experiment in a text."
English	6-8	Reading: Science/Technical Subjects	RST	Integration of Knowledge and Ideas	RST.6-8.7	"Integrate quantitative or technical information expressed in words in a text with a version of that information expressed visually (e.g., in a flowchart, diagram, model, graph, or table)."
English	6-8	Reading: Science/Technical Subjects	RST	Integration of Knowledge and Ideas	RST.6-8.8	"Distinguish among facts, reasoned judgment based on research findings, and speculation in a text."
English	6-8	Reading: Science/Technical Subjects	RST	Integration of Knowledge and Ideas	RST.6-8.9	"Compare and contrast the information gained from experiments, simulations, video, or multimedia sources with that gained from reading a text on the same topic."
English	6-8	"Writing: History, Social Studies, Science, and Technical Subjects"	WHST	Text Types and Purposes	WHST.6-8.1	Write arguments focused on discipline-specific content.
English	6-8	"Writing: History, Social Studies, Science, and Technical Subjects"	WHST	Text Types and Purposes	WHST.6-8.1.A	"Introduce claim(s) about a topic or issue, acknowledge and distinguish the claim(s) from alternate or opposing claims, and organize the reasons and evidence logically."
English	6-8	"Writing: History, Social Studies, Science, and Technical Subjects"	WHST	Text Types and Purposes	WHST.6-8.1.B	"Support claim(s) with logical reasoning and relevant, accurate data and evidence that demonstrate an understanding of the topic or text, using credible sources."
English	6-8	"Writing: History, Social Studies, Science, and Technical Subjects"	WHST	Text Types and Purposes	WHST.6-8.1.C	"Use words, phrases, and clauses to create cohesion and clarify the relationships among claim(s), counterclaims, reasons, and evidence."
English	6-8	"Writing: History, Social Studies, Science, and Technical Subjects"	WHST	Text Types and Purposes	WHST.6-8.1.D	Establish and maintain a formal style.
English	6-8	"Writing: History, Social Studies, Science, and Technical Subjects"	WHST	Text Types and Purposes	WHST.6-8.1.E	Provide a concluding statement or section that follows from and supports the argument presented.
English	6-8	"Writing: History, Social Studies, Science, and Technical Subjects"	WHST	Range of Writing	WHST.6-8.10	"Write routinely over extended time frames (time for reflection and revision) and shorter time frames (a single sitting or a day or two) for a range of discipline-specific tasks, purposes, and audiences."
English	6-8	"Writing: History, Social Studies, Science, and Technical Subjects"	WHST	Text Types and Purposes	WHST.6-8.2	"Write informative/explanatory texts, including the narration of historical events, scientific procedures/ experiments, or technical processes."
