subject	grade	domain	domainAbbrev	cluster	standardName	stateStandard		
Math	Grade: 8	Statistics & Probability	SP	Bivariate data	8.SP.A.3	"Use the equation of a linear model to solve problems in the context of bivariate measurement data, interpreting the slope and intercept. For example, in a linear model for a biology experiment, interpret a slope of 1.5 cm/hr as meaning that an additional hour of sunlight each day is associated with an additional 1.5 cm in mature plant height."		
Math	Grade: 8	Statistics & Probability	SP	Bivariate data	8.SP.A.4	"Understand that patterns of association can also be seen in bivariate categorical data by displaying frequencies and relative frequencies in a two-way table. Construct and interpret a two-way table summarizing data on two categorical variables collected from the same subjects. Use relative frequencies calculated for rows or columns to describe possible association between the two variables. For example, collect data from students in your class on whether or not they have a curfew on school nights and whether or not they have assigned chores at home. Is there evidence that those who have a curfew also tend to have chores?"		
Math	Grade: HSA	Arithmetic with Polynomials & Rational Expressions	APR	Arithmetic operations on polynomials	HSA.APR.A.1	"Understand that polynomials form a system analogous to the integers, namely, they are closed under the operations of addition, subtraction, and multiplication; add, subtract, and multiply polynomials."		
Math	Grade: HSA	Arithmetic with Polynomials & Rational Expressions	APR	Zeros and factors of polynomials	HSA.APR.B.2	"Know and apply the Remainder Theorem: For a polynomial p(x) and a number a, the remainder on division by x äóñ a is p(a), so p(a) = 0 if and only if (x äóñ a) is a factor of p(x)."		
Math	Grade: HSA	Arithmetic with Polynomials & Rational Expressions	APR	Zeros and factors of polynomials	HSA.APR.B.3	"Identify zeros of polynomials when suitable factorizations are available, and use the zeros to construct a rough graph of the function defined by the polynomial."		
Math	Grade: HSA	Arithmetic with Polynomials & Rational Expressions	APR	Polynomial identities	HSA.APR.C.4	"Prove polynomial identities and use them to describe numerical relationships. For example, the polynomial identity (x2 + y2)2 = (x2 äóñ y2)2 + (2xy)2 can be used to generate Pythagorean triples."		
Math	Grade: HSA	Arithmetic with Polynomials & Rational Expressions	APR	Polynomial identities	HSA.APR.C.5	"(+) Know and apply the Binomial Theorem for the expansion of (x + y)n in powers of x and y for a positive integer n, where x and y are any numbers, with coefficients determined for example by Pascaläó»s Triangle.1"		
Math	Grade: HSA	Arithmetic with Polynomials & Rational Expressions	APR	Rewriting rational expressions	HSA.APR.D.6	"Rewrite simple rational expressions in different forms; write a(x)/b(x) in the form q(x) + r(x)/b(x), where a(x), b(x), q(x), and r(x) are polynomials with the degree of r(x) less than the degree of b(x), using inspection, long division, or, for the more complicated examples, a computer algebra system."		
Math	Grade: HSA	Arithmetic with Polynomials & Rational Expressions	APR	Rewriting rational expressions	HSA.APR.D.7	"(+) Understand that rational expressions form a system analogous to the rational numbers, closed under addition, subtraction, multiplication, and division by a nonzero rational expression; add, subtract, multiply, and divide rational expressions."		
Math	Grade: HSA	Creating Equations	CED	Creating equations	HSA.CED.A.1	"Create equations and inequalities in one variable and use them to solve problems. Include equations arising from linear and quadratic functions, and simple rational and exponential functions."		
Math	Grade: HSA	Creating Equations	CED	Creating equations	HSA.CED.A.2	Create equations in two or more variables to represent relationships between quantities; graph equations on coordinate axes with labels and scales.		
Math	Grade: HSA	Creating Equations	CED	Creating equations	HSA.CED.A.3	"Represent constraints by equations or inequalities, and by systems of equations and/or inequalities, and interpret solutions as viable or non- viable options in a modeling context. For example, represent inequalities describing nutritional and cost constraints on combinations of different foods."		
Math	Grade: HSA	Creating Equations	CED	Creating equations	HSA.CED.A.4	"Rearrange formulas to highlight a quantity of interest, using the same reasoning as in solving equations. For example, rearrange Ohmäó»s law V = IR to highlight resistance R."		
Math	Grade: HSA	Reasoning with Equations & Inequalities	REI	Understanding equation solutions	HSA.REI.A.1	"Explain each step in solving a simple equation as following from the equality of numbers asserted at the previous step, starting from the assumption that the original equation has a solution. Construct a viable argument to justify a solution method."		
Math	Grade: HSA	Reasoning with Equations & Inequalities	REI	Understanding equation solutions	HSA.REI.A.2	"Solve simple rational and radical equations in one variable, and give examples showing how extraneous solutions may arise."		
Math	Grade: HSA	Reasoning with Equations & Inequalities	REI	Solving equations and inequalities in one variable	HSA.REI.B.3	"Solve linear equations and inequalities in one variable, including equations with coefficients represented by letters."		
Math	Grade: HSA	Reasoning with Equations & Inequalities	REI	Solving equations and inequalities in one variable	HSA.REI.B.4	Solve quadratic equations in one variable.		
Math	Grade: HSA	Reasoning with Equations & Inequalities	REI	Solving equations and inequalities in one variable	HSA.REI.B.4.a	Use the method of completing the square to transform any quadratic equation in x into an equation of the form (x äóñ p)2 = q that has the same solutions. Derive the quadratic formula from this form.		
Math	Grade: HSA	Reasoning with Equations & Inequalities	REI	Solving equations and inequalities in one variable	HSA.REI.B.4.b	"Solve quadratic equations by inspection (e.g., for x2 = 49), taking square roots, completing the square, the quadratic formula and factoring, as appropriate to the initial form of the equation. Recognize when the quadratic formula gives complex solutions and write them as a Œ± bi for real numbers a and b."		
Math	Grade: HSA	Reasoning with Equations & Inequalities	REI	Solve systems of equations	HSA.REI.C.5	"Prove that, given a system of two equations in two variables, replacing one equation by the sum of that equation and a multiple of the other produces a system with the same solutions."		
